id,created_at,text
806244830821093377,2016-12-06 21:12:01,South African's new business-class seat is a gigantic improvement: https://t.co/8sFWxt8yXE
806241836713082880,2016-12-06 21:00:07,Here's an opportunity to fly on a Delta 747-400 within the US over the holidays: https://t.co/tl5xDt5Av9
806230673690390528,2016-12-06 20:15:46,@Nathanbut_game @todaysworldtrav I have no idea who/what they are
806230507533008896,2016-12-06 20:15:06,RT @BrandonPMurphy: Talked to @thepointsguy before he sets off to the Maldives for the holiday. He discussed how to make the most of your p…
806215715351097348,2016-12-06 19:16:19,Check out JetBlue's huge daily fare deals to score cheap flights over the next 10 days: https://t.co/zrn9CZABpe
806212621544333312,2016-12-06 19:04:02,Alaska's acquisition of Virgin America is finally back on track: https://t.co/V1uxXpWApd
806203823593259008,2016-12-06 18:29:04,Great deal for extra-legroom economy and first class if you have yet to book holiday travel: https://t.co/R5Ztu5sRyX
806196583813541889,2016-12-06 18:00:18,"Act quickly to book a free New Year's Eve stay (worth a whopping $2,017!) at this top Times Square hotel: https://t.co/zsNX50Ilsm"
806165273162219521,2016-12-06 15:55:53,"Trump says new presidential 747-8 costs are ""out of control"" - https://t.co/l6dJdAWhdO"
806163343773933568,2016-12-06 15:48:13,Escape the (soon to be) frigid East Coast with these incredible fares to the Caribbean: https://t.co/2TbW3LQsnN
806151250551177217,2016-12-06 15:00:10,Check out United’s brand-new Polaris amenity kits (and pajamas) — and see how first and biz stack up: https://t.co/SkZuvk4XDJ
806136131666505728,2016-12-06 14:00:05,Get some of your redeemed points and miles back when you book awards with these 4 cards: https://t.co/5kOjogpx3e
806121051092643841,2016-12-06 13:00:10,"Great deal! Earn 15 AAdvantage miles per dollar spent with Bose, Neiman Marcus, Sephora and more: https://t.co/vr8kQhDTz1"
806105934909046784,2016-12-06 12:00:06,Do you travel for work? You could be leaving thousands of points on the table: https://t.co/rvUgnx9x1P
805999961766772736,2016-12-06 04:59:00,Planning a trip to San Francisco? Here are 10 tips you probably won't find in a guidebook: https://t.co/I4EtpKoNG4
805985128585564160,2016-12-06 04:00:03,This airfare pricing change will have you paying much more for some flights — but it’s easy to avoid: https://t.co/8F43gPJfSx
805970016789286913,2016-12-06 03:00:00,"From first class to Asia to great deals to Hawaii, here are some of the reasons to transfer your points to Korean: https://t.co/XJjl6OhBcu"
805956953214107648,2016-12-06 02:08:06,All of the holiday feels with @mariahcarey 🙏🏼. Follow on Snap and Insta stories for the… https://t.co/DpN0kBEkkW
805955255494209536,2016-12-06 02:01:21,The best way to kick off the holiday season with your incredible team is... @MariahCarey ! https://t.co/I2giwLbOa7
805954921359179776,2016-12-06 02:00:01,Our flight attendant insider shares her tips for dealing with turbulence: https://t.co/7jzbkbrW37
805939849958195200,2016-12-06 01:00:08,Looking for a great view to go with your cocktail? Try one of these 10 bars ranging from the 52nd floor to the 122nd:https://t.co/O9ELm003rY
805924749394186242,2016-12-06 00:00:08,It’s easier than you may think to score the Southwest Companion Pass. Here’s how to get it for just 90k hotel points:https://t.co/efvLXa9Ydt
805909654828150788,2016-12-05 23:00:09,"How I got more than $7,000 in value from my Chase Sapphire Reserve sign-up bonus (with points to spare): https://t.co/m3giXU1p3A"
805894550485139457,2016-12-05 22:00:08,Just how much better is Google Project Fi’s free international data than the competition’s? We put it to the test: https://t.co/xHy5UMG9X2
805879456804073472,2016-12-05 21:00:09,"The DOT just approved another big Norwegian Air expansion, which could lead to even cheaper fares to Europe: https://t.co/kfj2M9KNVu"
805864389047939072,2016-12-05 20:00:17,As if we needed another reason to avoid cruising with Carnival: https://t.co/3XHks9Asd0
805849253419614208,2016-12-05 19:00:08,"EVA’s Hello Kitty partnership has been a huge hit, so the airline’s moving beyond wide-body jets with a special A321:https://t.co/DFnjrofPZg"
805834175056150528,2016-12-05 18:00:13,AA cardholders can save thousands of miles on these award flights through March 2017: https://t.co/DtypF5cXzU
805803964725858305,2016-12-05 16:00:10,"Review: Polaris is United’s best business class yet, but these 8-across seats really need to go: https://t.co/7Hw8U80KeO"
805787619351298048,2016-12-05 14:55:13,"Fantastic fares on flights to Amsterdam! Most are nonstop, and available through May 2017: https://t.co/o8VRveFtsC"
805777272229785600,2016-12-05 14:14:06,"Earn triple points on all Amazon purchases, in addition to what you’ll get with your card: https://t.co/4MaJ6xlhxq"
805773751350689797,2016-12-05 14:00:07,"December’s offers can get you up to 100,000 bonus points per card — here are the 10 I think are best: https://t.co/jAr1qIU8nN"
805758641999646720,2016-12-05 13:00:05,"Act fast to score 15 miles per dollar with a bunch of retailers, including Bose, Neiman Marcus, Sephora and more: https://t.co/ZfhCxEihan"
805622738178240512,2016-12-05 04:00:03,Everything you need to know about using Uber in and around Las Vegas: https://t.co/JwVBfGiSsR
805607643662454784,2016-12-05 03:00:04,All these laptops (and more) were left at Newark TSA checkpoints — and have yet to be claimed: https://t.co/t38s086MkL
805592532512022528,2016-12-05 02:00:01,"Yes, you can maximize your taxes using a credit card — here’s the one to use: https://t.co/gFFbyk1jHI"
805577453364187136,2016-12-05 01:00:06,"It’s one of the best perks in the industry, but don’t make any assumptions when it comes to Delta’s rollover MQMs: https://t.co/8OGG7aCilT"
805562346756251648,2016-12-05 00:00:04,Get ready to go on a Netflix binge on board your next flight: https://t.co/jBPY9K9xEn
805547241616404480,2016-12-04 23:00:03,Don’t like sitting next to a stranger? There’s a workaround if you’re flying Southwest: https://t.co/YkO4KuSJam
805532165245116416,2016-12-04 22:00:08,Get the most out of using a credit card for a car purchase: https://t.co/IXnbjjNeMY
805524679087812609,2016-12-04 21:30:24,@todrick you are giving me LIFE!! 👠👠👠
805524451102179328,2016-12-04 21:29:29,"Sunday funday @KinkyBootsBway with friend, hero and Nobel Laureate @RigobertMenchu ❤️ https://t.co/xAAROIX9Q5"
805517070163124224,2016-12-04 21:00:09,The Marriott/Starwood merger opens up some very compelling redemption options when you transfer to SPG: https://t.co/S4Ua4laNAT
805501974271717376,2016-12-04 20:00:10,"Review: A super-luxurious flight from NYC in Etihad's A380 Apartment, despite an in-flight hiccup or two: https://t.co/lqM0jvwGNz"
805471781574283264,2016-12-04 18:00:12,"7 easy ways experienced travelers avoid making ""rookie mistakes"" on the road: https://t.co/2nq8WZXISt"
805456666045059072,2016-12-04 17:00:08,The cabin of this Boeing test plane doesn't look anything like the 737 you're used to flying: https://t.co/lkMouNXDOH
805441595025801216,2016-12-04 16:00:15,"Your income is an important factor in credit card applications, but it doesn’t mean it’ll affect your credit score: https://t.co/Ihxbi8Aftn"
805426444964859904,2016-12-04 15:00:03,"Review: At just 60,000 AA miles each way to Asia, business class on Japan Airlines' Dreamliner is hard to beat: https://t.co/2YwM3oZfwc"
805411377464676353,2016-12-04 14:00:10,United’s now equipped to identify passengers who book and cancel tickets just to enter a lounge: https://t.co/WujdI3wrdl
805396270214971392,2016-12-04 13:00:09,"There are plenty of ways to earn British Airways Avios, but which makes the most sense? https://t.co/4v7JzMofaF"
805245249358622722,2016-12-04 03:00:02,Few things are more thrilling than getting blasted by four giant jet engines: https://t.co/SRRgacXWj2
805230167362797568,2016-12-04 02:00:07,Haven’t had a chance to fly Southwest? Here’s what it’s like on board: https://t.co/UhFYyJPUaP
805215068145258496,2016-12-04 01:00:07,"From adding more tech-savvy tools to being fitness forward, 5 ways hotels are catering to millennial travelers: https://t.co/0Ucfzgj7p0"
805199972975124480,2016-12-04 00:00:08,Chase’s big travel credit is a huge perk — but don’t forget to use it before the end of your December billing cycle: https://t.co/OcT9wmSzLt
805184869315833857,2016-12-03 23:00:07,"If you have a premium credit card, it pays to know the ins and outs of this global lounge network: https://t.co/MGYaNlxQ36"
805169770148597760,2016-12-03 22:00:07,Doesn't a beautiful beach in Puerto Rico sound great right about now? Here's a look at some of our favorites: https://t.co/WNcIYxDVjw
805154671354585089,2016-12-03 21:00:07,Everything you always wanted to know about turbulence but were afraid to ask: https://t.co/SBjY3fWUT8
805139549177479168,2016-12-03 20:00:01,Global Entry is a must for frequent international travelers: https://t.co/P3ntJkuJCI
805124495841329152,2016-12-03 19:00:12,What's the one thing you can't leave home without? Team TPG weighs in with their favorite travel must-haves: https://t.co/2yKNV6DE78
805109379775270912,2016-12-03 18:00:09,"For a more authentic travel experience in Southeast Asia, visit these locales over some of the more well-known ones: https://t.co/tLwUcp3Ezh"
805094297913671682,2016-12-03 17:00:13,"Regardless of your politics, causing a scene on an airplane is never okay: https://t.co/oI50jLe1zL"
805079217176252416,2016-12-03 16:00:17,"Here's where to eat in Havana, whether you're in the mood for traditional Cuban fare or something a bit more exotic: https://t.co/bza79seQJ1"
805064071791996934,2016-12-03 15:00:06,"American’s route network is pretty extensive, but some of these destinations probably aren’t on your radar: https://t.co/qxRtl5sCpJ"
805048996528091136,2016-12-03 14:00:12,Transferring to partners lets you make the most of your Chase points: https://t.co/i64YD8ryxO
805033871083454466,2016-12-03 13:00:06,"New routes, Delta bans a passenger for life, paying taxes with the Amex Business Platinum and more from this week: https://t.co/peHeBGC3bq"
804958364480454656,2016-12-03 08:00:04,Feel like you need a change of pace? Here are six easy options for Americans looking to live abroad: https://t.co/mfw0AAQPfQ
804943258208047104,2016-12-03 07:00:02,Southwest’s route map is far more extensive than you may have thought: https://t.co/OPispToXn0
804928172965892096,2016-12-03 06:00:05,"Unlimited airfare discounts, free Global Entry, hotel upgrades and the other top Visa Infinite perks: https://t.co/MACPvLvUBA"
804912801303166976,2016-12-03 04:59:01,Flight attendants weigh in on the many ways you're bothering them: https://t.co/PgqW5C4sOR
804897961666904064,2016-12-03 04:00:02,"From cheap flights to Hawaii to fantastic hotel deals, see how to get the most out of your Amex points: https://t.co/3s6gsuvVgc"
804882865326583809,2016-12-03 03:00:03,"Can you save money on hotels, cruises and more by booking through Costco Travel? https://t.co/py1W8e344Q"
804867785247494146,2016-12-03 02:00:08,"Think Global Entry is great? Well, there might be something even better: https://t.co/XCb0wNDNk4"
804852708461187072,2016-12-03 01:00:13,The Titanic is back — or will be once this replica is completed in China in 2019: https://t.co/u73JEEhNy4
804837595259826176,2016-12-03 00:00:10,"Watch military-style jets spew ribbons of green, red, white and blue smoke behind an Etihad A380:  https://t.co/MnLCTOA8wC"
804822481689255937,2016-12-02 23:00:07,Did you know that Uber can track your location even after you've completed a ride? https://t.co/gQZ1WSKYtk
804807391162277889,2016-12-02 22:00:09,An all-business-class and all-economy-class airline are merging. This will be interesting: https://t.co/vrBsgE3xm5
804792313633501185,2016-12-02 21:00:14,How many of Instagram's most popular spots have you been to? https://t.co/W41Qj5Ak8j
804777187798876160,2016-12-02 20:00:08,Check out BLADE's gorgeous Bombardier jet that will transport you in style between NYC and Miami: https://t.co/lLHMogNinc
804762142524182528,2016-12-02 19:00:21,Even visa services are on sale this week: https://t.co/fM9qens84n
804743418115227648,2016-12-02 17:45:56,Review: United Polaris launched yesterday — here’s our detailed review of one of the very first flights: https://t.co/UK4qUie7w4
804731944885952513,2016-12-02 17:00:21,You'll have a sugar high after eating breakfast in first class on board AA regional jets: https://t.co/PMx0pul2Yc
804716813078712320,2016-12-02 16:00:13,Buy AAdvantage miles for as little as 1.77 cents apiece with American's latest promo: https://t.co/SjLvKw5CGN
804696467298512900,2016-12-02 14:39:22,Review: United’s Polaris Lounge isn’t just fantastic — it’s the best US airline-operated lounge in the world: https://t.co/MAB9rg1XDU
804686596662591488,2016-12-02 14:00:09,These are the shopping portals you'll want to use for your holiday purchases: https://t.co/USZ3hRLNpw
804671468827185153,2016-12-02 13:00:02,We compare the value of each airline program's points/miles for flights between LAX and SFO: https://t.co/NsTMeM5sRS
804656371400671232,2016-12-02 12:00:03,"While it’s a bit pricer than it once was, this is still a great option for a last-minute AA elite-mileage run: https://t.co/IP2Cx6UGud"
804550413697634305,2016-12-02 04:59:01,"United explains what it means when you hear ""Cross Check,"" ""All Call"" and other crew terms: https://t.co/tK1VgrJAAr"
804535575315410944,2016-12-02 04:00:03,Not all business-class seats were created equal. Here's how to avoid booking the bad ones: https://t.co/0pWgS2LJr2
804520478006185984,2016-12-02 03:00:03,Costco fanatic? You'll want to use these cards when you shop: https://t.co/aKNjPmIwRH
804508994190524416,2016-12-02 02:14:25,"Where art meets music in a pop up dome on the beach, naturally  @kendricklamar #amexplatinum @… https://t.co/AAOoZilXwW"
804505397658796032,2016-12-02 02:00:08,"Link your SPG/Marriott accounts, receive matched status and transfer points instantly — here's how: https://t.co/wIzZ89P9rH"
804475215430512640,2016-12-02 00:00:12,A $313 business-class ticket will get you access to the Polaris Lounge — but not if you’re flying United: https://t.co/AKjLWTOqjH
804460117966155776,2016-12-01 23:00:12,Not much time left to buy Hilton HHonors points for just 0.5 cents each: https://t.co/3vRqJ71CkN
804445002344579074,2016-12-01 22:00:09,See how this legendary hotel has (or hasn't) changed over the last 100+ years. #tbt: https://t.co/y8cCa3BGLh
804429898735611909,2016-12-01 21:00:08,AA's already cutting capacity on some of its newly launched Cuba routes: https://t.co/yCNIPm0vxe
804414845315596288,2016-12-01 20:00:19,"If you can't hit the slopes during your connection in Denver, this is the next best thing: https://t.co/cA6r3d9z4S"
804399727596933121,2016-12-01 19:00:14,"If you want to spend your way toward AAdvantage status in 2017, be aware of this tweak from Citi: https://t.co/IHkIDj8NBI"
804379260479766529,2016-12-01 17:38:54,RT @ZachHonig: Teddy bears make everything better... even 4-across business class: https://t.co/29KUNd9aIv
804369523113676800,2016-12-01 17:00:13,I first used points to travel to Grand Cayman 20 years ago — and it's still amazing: https://t.co/3fALwixWg3
804354430451720192,2016-12-01 16:00:15,"Want to try out United Polaris for yourself? Enter here to get 15,000 miles closer: https://t.co/OhWc2gQRKs"
804343004173627392,2016-12-01 15:14:50,@tollef you should not lose points if you upgraded to reserve. A friendly @ChaseSupport rep can rectify
804342672957837312,2016-12-01 15:13:31,RT @grantmillie: Congratulations to @ZachHonig of @thepointsguy for being the first customer in @united Polaris lounge at ORD grand opening…
804342500538380288,2016-12-01 15:12:50,@HenleyVQ https://t.co/73XzLboxqV
804339303887368193,2016-12-01 15:00:08,Polaris takes off today! Now see what you’ll be eating onboard United’s brand-new business class: https://t.co/C23yDfcefF
804324186269347840,2016-12-01 14:00:04,Credit cards already offer amazing perks — but there’s always room to improve: https://t.co/VLg0eXYhZf
804309115346571265,2016-12-01 13:00:11,Don't forget certain cards allow you to access Priority Pass lounges digitally #TPGtip: https://t.co/JgaBHHlLg0
804293979126792192,2016-12-01 12:00:02,These programs let you double dip your earnings for business travel: https://t.co/vRSf2ldnW9
804158083731771392,2016-12-01 03:00:02,Four of these Amex Offers expire tonight. Use them before they're gone! https://t.co/Twz29qCtkc
804143003954774016,2016-12-01 02:00:07,"All about United Polaris, including tomorrow's launch, lounges, 777-300ER, in-flight entertainment and more: https://t.co/r0KvoedUVx"
804127892196257793,2016-12-01 01:00:04,Register to earn double Membership Rewards points with a bunch of big retailers: https://t.co/tmZVQuwY6x
804112808593997828,2016-12-01 00:00:07,United’s now equipped to identify passengers who book and cancel tickets just to enter a lounge: https://t.co/WujdI3wrdl
804097731904098304,2016-11-30 23:00:13,"A detailed look at United’s first Polaris Lounge, which opens in Chicago tomorrow morning: https://t.co/9FZMLJTS3X"
804097265363193856,2016-11-30 22:58:22,"A new era of Snapchat tomfoolery has begun! If you don't already, add me @thepointsguy! #spectacles https://t.co/fUwJuGsyq8"
804082592186298368,2016-11-30 22:00:03,"Nope, your gold-plated, bullet-covered gas mask can't travel on board the airplane with you: https://t.co/nVuOIME87H"
804067548367036416,2016-11-30 21:00:17,"Today's the last day to earn up to 100,000 bonus Hilton HHonors points: https://t.co/GHn73Hj4gK"
804052444128874496,2016-11-30 20:00:15,Amazing availability in 2017 for EVA Air biz flights to Asia: https://t.co/9tVDpMUpW0
804037325760167942,2016-11-30 19:00:11,Swiss economy passengers can get a taste of the good life for a small fee: https://t.co/m60SR1YFpb
804017313188052993,2016-11-30 17:40:40,Fly from the West Coast to Beijing from just $479 round-trip — Book now! https://t.co/8ecW0VvXdt
804007113211150338,2016-11-30 17:00:08,Get ready to go on a Netflix binge on board your next flight: https://t.co/jBPY9K9xEn
803992042867228672,2016-11-30 16:00:15,"United's Polaris is going to taste a whole lot better, too: https://t.co/6MTfK1W9kt"
803991632693620736,2016-11-30 15:58:37,@richardgunther @HouseofCards time to get that laptop privacy screen....
803988967431540736,2016-11-30 15:48:01,Amazing news since I just got into @HouseofCards and never rely on in-flight entertainment to do the trick 🤘🏼 https://t.co/3rftNGcwPV
803981643375644672,2016-11-30 15:18:55,Let's do lunch and talk miles/points to benefit @housingworks ✈️✈️ https://t.co/IGRnPpodxL
803976918714482688,2016-11-30 15:00:09,Free seaplane and boat rides from Uber! https://t.co/uwvKRWQLxk
803961866548629504,2016-11-30 14:00:20,How to make the most of your Chase Ultimate Rewards points for an incredible (and affordable) trip to the Caribbean: https://t.co/1GXO4G8d56
803946716781154304,2016-11-30 13:00:08,"Yes, you can maximize your taxes using a credit card — here’s the one to use: https://t.co/gFFbyjJIj8"
803795712949518336,2016-11-30 03:00:06,"Watch this Emirates ""A380"" come into bloom with 5 million flowers: https://t.co/00puztfB1T"
803780625916461056,2016-11-30 02:00:09,Take a moment to extend the life of your Aeroplan balance (and earn 150 miles) for free: https://t.co/paXEjDXX54
803765528556879873,2016-11-30 01:00:09,"Not only is @ericripert an amazing chef, but he's a pretty savvy traveler (though he could improve his points game!):https://t.co/hz6KtqBTON"
803750441372614656,2016-11-30 00:00:12,All these laptops (and more) were left at Newark TSA checkpoints last month — and have yet to be claimed: https://t.co/t38s07PaWb
803735322035044352,2016-11-29 23:00:08,"How does United’s new Basic Economy stack up against Frontier, Spirit and Delta? https://t.co/IY5Q9QoXwv"
803720209806872578,2016-11-29 22:00:05,Colombian authorities streamed video of recovery efforts at the site of last night's tragic plane crash on Periscope:https://t.co/O6EVtT2TTQ
803705172862058497,2016-11-29 21:00:19,"'Tis the season; here's where to donate points, miles and cash for #GivingTuesday: https://t.co/ltqqcsobiF"
803690042761900032,2016-11-29 20:00:12,Treat yourself to an extra latte or two after scoring this quick and easy $10 from Starbucks: https://t.co/fW88dqYDUN
803674931565301760,2016-11-29 19:00:09,Delta just added another SkyMiles redemption option for premium flights across the Atlantic: https://t.co/D5dzkp4Rp4
803659869727264768,2016-11-29 18:00:18,Shopping portals can earn you tons of bonus points on holiday purchases — as long as you keep these tips in mind:https://t.co/VCSWr6Mf0j
803644770023329792,2016-11-29 17:00:18,This gorgeous (and gigantic) new United Club is opening next week — see what it’s like inside: https://t.co/atIjYqf9zS
803629669480366081,2016-11-29 16:00:18,Citi’s taking (some of) the pain out of waiting for a replacement credit card: https://t.co/QN2FCCFNNV
803618230636072960,2016-11-29 15:14:51,Get an inside look at the country’s biggest and best United Club in these 10 photos: https://t.co/atIjYqf9zS
803618077095104512,2016-11-29 15:14:14,@raffigarabedian Singapore! And they're a transfer partner of chase
803615580989296640,2016-11-29 15:04:19,Another incredible JetBlue sale — one-way flights from just $25! But you’ll need to act quick: https://t.co/Nsycv1KCvJ
803599457585602560,2016-11-29 14:00:15,"Which of these 8 ""cool"" credit cards do you have in your wallet? https://t.co/W4o9KzzBDC"
803584340630323200,2016-11-29 13:00:11,"From new Southwest options to more cheap flights to Europe, here are the most exciting new routes for November: https://t.co/GxeTnW7f3n"
803433304145928192,2016-11-29 03:00:01,"If you like free stuff, a long baggage delay might not be such a bad thing after all: https://t.co/2bKZN11Vq7"
803430840243982337,2016-11-29 02:50:13,Impressive. One hour from gate to belt. If you had a bag guarantee like @delta you'd go bankrupt https://t.co/L7N1NI1bL2
803429450620735488,2016-11-29 02:44:42,"Like, does a 777 just land and no one at #MIA @americanair ops is aware? #didntseethatonecomingoops"
803428922373341185,2016-11-29 02:42:36,So typical @AmericanAir. Flight 1425 DFW-MIA lands early but waits 90 minutes for a gate. And now no bags 2 hours after landing #😱
803418232577257473,2016-11-29 02:00:08,Last chance to earn a huge bonus when you buy American Airlines miles: https://t.co/BJuV6csPCx
803403124115468288,2016-11-29 01:00:05,It's your last chance to score a big discount with these Cyber Monday hotel deals: https://t.co/MWmSTahTvv
803388054304133120,2016-11-29 00:00:13,Make sure you're getting the most out of your holiday purchases: https://t.co/bR2bphZpVb
803357851896967171,2016-11-28 22:00:12,"Here's what we know about United Polaris, including Thursday's launch, lounges, 777-300ER, IFE and more: https://t.co/r0KvoedUVx"
803348511987208192,2016-11-28 21:23:05,Don't forget to check the United MileagePlus X app if you're doing any Cyber Monday shopping today! https://t.co/sYppvkABBb
803342752964575232,2016-11-28 21:00:12,"Regardless of politics, causing a scene on an airplane is not okay. Here's how Delta's CEO handled a recent outburst:https://t.co/oI50jLe1zL"
803327632565796864,2016-11-28 20:00:07,"A big Cyber Monday sale on hotel points, too — IHG's can be had for just 0.575 cents apiece: https://t.co/gw7BB2vyXO"
803312584241844224,2016-11-28 19:00:19,"The fantastic Cyber Monday airfare sales continue through today. Great deals to Europe, Asia, Fiji and more: https://t.co/a7C2rb1YTJ"
803298748000505856,2016-11-28 18:05:20,"Incredible deal — $493 RT on one of the world's best airlines to London, the Cook Islands, New Zealand and more: https://t.co/rEEYSlQXsu"
803287530804310016,2016-11-28 17:20:46,"@Sharonyjlee Hi Saron, congratulations you were chosen as our winner! Please email kate@thepointsguy.com"
803277987839954945,2016-11-28 16:42:51,"Amazing fares to Europe are back! Travel from NYC, Boston, Chicago and more from just $365 round-trip: https://t.co/yKx5F4FIqe"
803267463509147648,2016-11-28 16:01:01,We'll be chatting everything Polaris with United shortly. Please share your questions in this post: https://t.co/wlWHwiq1Ak
803252133009260544,2016-11-28 15:00:06,Prepare for a very messy travel week if you're booked on Lufthansa: https://t.co/bH7VB3PhsR
803237034231996418,2016-11-28 14:00:07,"When you should transfer points, and when you should book directly for revenue flights and stays with Chase: https://t.co/KhbnMTkmMC"
803221923278663682,2016-11-28 13:00:04,"It’s not just SPG and Hyatt — these lesser-known hotel loyalty programs can offer tremendous value, too: https://t.co/3HIXuDt7p0"
803063367300739072,2016-11-28 02:30:01,These secret fare discounts with Amex can save you thousands on travel with American Airlines: https://t.co/QqacXSnLF1
803040722563825664,2016-11-28 01:00:02,"As the holiday shopping season gets underway, don't forget you can buy Uber gift cards #TPGtip: https://t.co/f9ZiIvrvsM"
803025644883841024,2016-11-28 00:00:07,"I never thought it'd be possible, but I'm getting more value with Pay with Points than by transferring to partners: https://t.co/lUnZm0pJV7"
803010551076900864,2016-11-27 23:00:09,"Status challenges are a great way to earn elite benefits quickly, but they have their limitations: https://t.co/UpDnpQ47j1"
802995374755459072,2016-11-27 21:59:50,"I used to hate helicopters, but once you get used to floating through air, the beauty is… https://t.co/ze4FRDMXlV"
802991957010169856,2016-11-27 21:46:16,Uber’s offer for two free rides from select US airports is back! Be sure to register right away: https://t.co/WqtYw43qVo
802989578047066112,2016-11-27 21:36:48,Amazing deal for London to LAX. $250 RT on Air New Zealand for the first 100 who book at 10am (London) tomorrow: https://t.co/tY1Ywqiozn
802976544624930816,2016-11-27 20:45:01,"On the hunt for stocking stuffers this year? Here are 10 of our favorite gifts for travelers, all for less than $10: https://t.co/MO6h4XAE9S"
802961445126344704,2016-11-27 19:45:01,"It’s one of the best perks in the industry, but don’t make any assumptions when it comes to Delta’s rollover MQMs: https://t.co/8OGG7aCilT"
802946231483908096,2016-11-27 18:44:34,@joseph_petrovic it's a 50% rebate
802946221623177217,2016-11-27 18:44:31,"The fantastic Black Friday airfare deals keep rolling in! How does long-haul first class for ~$1,250 each way sound? https://t.co/a7C2rb1YTJ"
802927472316743681,2016-11-27 17:30:01,The suites are just as impressive as you'd expect on the world's largest cruise ship — including one that sleeps 14: https://t.co/HrvgXfjwjE
802904870277758976,2016-11-27 16:00:12,"It’s not just cards impacting your score. It’s important to keep other creditors in mind, too: https://t.co/DOIolW0J5V"
802882176194854912,2016-11-27 14:30:02,"If all goes to plan, Hyperloop could totally change the way we travel:  https://t.co/Q6Wen94ERS"
802859553561919489,2016-11-27 13:00:08,"Lounge access is a big perk, but your credit card travel credit can be used to cover other charges, too: https://t.co/GtmRZHu6GD"
802700977799397376,2016-11-27 02:30:01,"If you like free stuff, a long baggage delay might not be such a bad thing after all: https://t.co/2bKZN11Vq7"
802678354985893888,2016-11-27 01:00:07,A look at seven seriously fancy hotel rooms designed or inspired by some of the biggest names in fashion: https://t.co/Fa7LEkhVIJ
802663233752616960,2016-11-27 00:00:02,"Foodies, rejoice! Try these delicious Puerto Rican dishes the next time you visit San Juan: https://t.co/GSHIk6v4z6"
802648147562561536,2016-11-26 23:00:05,Ready to start all that holiday shopping? These 6 gifts are perfect for people who are always on the go: https://t.co/KfgHk2SSmF
802633056712556544,2016-11-26 22:00:07,"For a more authentic travel experience in Southeast Asia, visit these locales over some of the more well-known ones: https://t.co/tLwUcp3Ezh"
802617959961292800,2016-11-26 21:00:08,"Several top credit cards now get you free access to more than 1,000 lounges around the world: https://t.co/6O5v3YDBQh"
802602877583839232,2016-11-26 20:00:12,Who wants to spend the night in a Mercedes-Benz themed suite? Now you can at this hotel: https://t.co/KUp6RimxsN
802577119029170176,2016-11-26 18:17:50,The most impressive United Club in the US is just about ready to start welcoming passengers: https://t.co/FmSvTigzdV
802557201730650112,2016-11-26 16:58:42,"Amazing business class fares to Europe — less than $1,400 round-trip per person on BA, American, Iberia and more: https://t.co/PjdERIhRpl"
802542506646896644,2016-11-26 16:00:18,You don't have to pay a fee to get through the airport much more quickly: https://t.co/G95dRSiLBZ
802527396436017152,2016-11-26 15:00:16,It’s Small Business Saturday! Don’t forget to register to earn 2x points with your Amex card though the end of 2016: https://t.co/hlCMn4q7Em
802512303237103616,2016-11-26 14:00:17,Don’t forget to register to get a free Uber ride in NYC today! https://t.co/PXpCDOgmMK
802497166921101312,2016-11-26 13:00:08,"Save thousands of dollars on AA flights, our holiday gift guides, speed your way through the airport and more: https://t.co/UK60xNiLzN"
802338590206337024,2016-11-26 02:30:01,"The world's largest cruise ship has a 10-story slide, an elevator bar and parks with chirping bird sounds: https://t.co/T4bNo4gGZJ"
802315948141191168,2016-11-26 01:00:03,Another big sale on Hilton points — they're currently available for just 0.5 cents each: https://t.co/cj9UOc2EvJ
802293294516596736,2016-11-25 23:30:01,"From one teen to another, here's what everyone under 21 should do on their next trip to Tokyo: https://t.co/PbWhkxUyZr"
802290556500000768,2016-11-25 23:19:09,RT @BloombergTV: Some pro tips for Thanksgiving travelers https://t.co/sJO8C9fjgR @thepointsguy https://t.co/PF0CMKyrNY
802290492939632640,2016-11-25 23:18:54,"RT @MarketWatch: America’s best and worst airports, as ranked by @ThePointsGuy https://t.co/JRzYVkwkJB https://t.co/0TYVBexI5h"
802290403949117444,2016-11-25 23:18:32,RT @MakeAWish: Help us grant wishes! Donate @JetBlue points to Make-A-Wish. https://t.co/Bx5hrU2mmc
802270708017418240,2016-11-25 22:00:16,Watch this famous pooch keep planes safe at a Michigan airport: https://t.co/NNLlz6NWlp
802248309599596544,2016-11-25 20:31:16,Fly from NYC to Milan with a friend from just $395 round-trip per person with Emirates’ companion sale: https://t.co/2mHuV0cyk4
802245239310151680,2016-11-25 20:19:04,Me too Miles... me too milesnhootie ❤️ https://t.co/rpDyorprgA
802240518327504896,2016-11-25 20:00:19,"To best maximize your points and miles, know when to redeem them and when to use cash #TPGtip: https://t.co/ht520TfChA"
802225423610499072,2016-11-25 19:00:20,This service will send you an email whenever there’s a spectacular flight deal (like the fares we post on TPG): https://t.co/H62oR4ndUn
802210303530430464,2016-11-25 18:00:15,Today only: Save up to 30% on Norwegian flights to the Caribbean and Europe. Book now! https://t.co/NkreEuWRJR
802195215104745472,2016-11-25 17:00:18,We tried out this “jet lag cure” — it really does work. And it’s only 7 bucks: https://t.co/ROeZmixTMS
